Chinese,English
打扰到,Disturb
關系,relation
沾满,Be full of
饭菜,Meal
推销员,Salesman
义大利,Righteousness
遗物,Relic
施展,Show
说到底,Conclude
糊弄,fool
傷口,Wound
阴阳,yin and yang
管辖,Jurisdiction
專家,expert
奥利维亚,Olivia
戏院,theater
食材,Ingredients
南茜,Nanxun
反叛,Rebellious
信奉,believe
马德里,Madrid
盯住,Stare
畫,painting
約會,Dating
可怜虫,Poor insect
牵涉,involve
地底,Ground
大部份,most of it
遥控,remote control
郊外,Suburban
发言人,spokesman
劍,sword
推到,Push to
贝特,Bet
強烈,strong
失事,Crash
那能,That can
超爱,adore
乔尔,Joel
店铺,Shop
月份,month
我进,I entered
心声,Voice
平分,Flat
综合症,Syndrome
总而言之,all in all
一丁点,a little bit
忧虑,concern
直奔,Go straight
大本营,Base camp
啊啊啊,"Ah, ah."
海鸥,Seagull
淘汰赛,Knockout
亲王,Prince
多米,Multi-meter
短时间,short time
犀牛,Rhino
所罗门,Solomon
扣动,Buckle
蒂斯,Tis
受夠,Enough
聖誕,Christmas
裴,裴
吃點,Eat some point
罪有应得,Sin
藝術品,artwork
梦寐以求,Dream of
复苏,recovery
内幕,Inside story
晚一点,Late
不耐烦,impatient
姬,Ji
国际刑警,Interpol
喇,Lava
月底,End of the month
炮火,gunfire
专员,Specialist
跨过,Cross
内线,Internal line
机率,Opportunity
常客,Frequent visitor
年青人,Young people
免費,free
游击队,Guerrilla
会令,Conference
子彈,bullet
大尉,Great
汀娜,Tinna
切换,Switch
耙,rake
不早,not early
曙光,Dawn
惠特尼,Whitney
制成,production
惊艳,Amaten
萨达姆,Saddam
西门,Ximen
没吃过,Not eaten
好帅,Eager
活到,Live up to
化妆品,cosmetic
麻痹,paralysis
本部,Part
不回,No return
疯狗,Mad dog
满嘴,Full mouth
坐稳,Sit still
花儿,flower
残留,Remain
受罪,Crime
阶级,class
艹,Jar
该不该,Should not
但丁,Ding
伤势,Injury
土星,Saturn
福德,Ford
无线,wireless
特性,characteristic
理发,Haircut
志愿,volunteer
理应,should
休闲,Leisure
费尔南多,Fernando
达尔文,Darwin
渴求,Eagerness
格雷厄姆,Graham
跑腿,Errand
生小孩,Child
而生,Born
藥,medicine
罗布,Rob
犹太教,Jewish
熏,smoke
爱戴,Love
比分,score
比得上,Better
我学,I learn
醋,vinegar
从今天起,From today
坐船,Boat
专业人士,professional
进场,Enter the field
沉迷,Indulgence
浓,concentrated
徒步,on foot
波浪,wave
对劲,Firm
涅,nirvana
太精彩,Be too exciting
细心,careful
一连串,A series of strokes
采,Pick
胸前,Chest
警觉,vigilance
請進,Please
吞下去,Swallow
性能,performance
梦游,Sleepwalk
排成,Arrange
扣留,detain
瞎扯,gab
指头,Finger
凡是,all
不願意,Unwilling
肺炎,pneumonia
雌性,female
切斯,Ches
一朵,One
有大,Large
罢休,give up
奥利佛,Olivers
掺和,Blend
螺旋,spiral
梳,comb
虱子,Scorpion
录影,Video
第一部,First
以内,Within
习俗,custom
希瑟,Heather
一大群,A large group
全员,Full member
睼,Bamboo
珊瑚礁,Coral reef
纸牌,card
哪样,Which is like
撕碎,Tear
再婚,remarry
入室,Binding room
只见,Only see
款式,shape
献身,Dedicate
洛杉磯,Los Angeles
圣殿,temple
个体,individual
挥手,Wave
ふ,Bamboo
军士长,Sergeant
赶回,Rush back
安危,safety
擋,block
权势,Power
談過,Talk
げ,Bamboo
污秽,filthy
小天使,little angel
墨镜,sunglasses
容许,allow
明美,Akemi
亲眼目睹,Witness
鬍,Hu
一如,As
干些,Some
别忘记,Do not forget
克丽丝,Klis
自相残杀,Self-discovery
还用,Also use
太阳能,Solar energy
黏,sticky
太平,Peaceful
任职,Work
涂鸦,Graffiti
这般,This
计较,Approval
头头,Head
安息日,Sabbath
开得,Open
高档,High-grade
亚马逊,Amazon
考試,take an exam
瑈,Bamboo
恩惠,grace
洗钱,Laundry
跑过来,run over here
小猫咪,Kitten
搜捕,Search
不可理喻,Unreasonable
的確,indeed
驻扎,Stationed
无声,silent
谜题,Puzzle
一好,A good
不卖,Do not sell
稍稍,Slightly
核实,Verify
插进,Insert into
头等舱,First class
斯派克,Spike
弗洛伊德,Freud
宿醉,the Hangover
邮差,postman
恼火,Annoyed
伦,Latter
驚訝,surprise
艾达,Aida
短短,Short
伯恩斯,Burns
洁,clean
偷情,Steal
德曼,Deman
繁忙,busy
第四个,the fourth
舞女,Dancing girl
咸,salty
领队,Leader
无与伦比,Unparalleled
逃掉,Escape
耍花招,Play a trick
听不清,Unclear
开出,Take out
机关枪,Machine gun
去不去,going or not
阵地,position
强悍,Powerful
重重,Heavyweight
妞儿,Girl
移交,transfer
剑桥,Cambridge
机制,mechanism
佩里,Perry
心急,impatient
书写,write
暴风雪,snowstorm
越大,Greater
吐司,Toast
呼呼,Call
难为情,Be unpredictable
只在乎,Only care about
耶鲁,Yale
還真,Really
爵,Observe
门廊,porch
過了,pass
外地,Field
收听,Listen
歌星,Song
摆布,Lay out
讨,discuss
晕过去,Fainted
活捉,Catch
心智,Mind
二等兵,Second soldier
我過,I have passed
观众们,Audiences
妮丝,Ni
西服,Suit
这破,This break
金矿,Gold mine
对不住,sorry
歉,apologize
变异,Mutations
访谈,Interview
手下留情,Hand in hand
菜肴,Dishes
摘掉,Take out
安稳,Stable
跑不掉,Can't run
警报器,Alarm
老伯,Old
没拿到,Got
接觸,get in touch with
消极,negative
我姐,My sister
大碍,Dismiss
隊伍,Team
缩写,abbreviation
另一面,the other side
击毙,Kill
暴乱,riot
拳手,Punch
唇,lip
推断,infer
蓝队,Blue team
面對,face
尔德,Lard
远走高飞,Far away
没劲,Unhappy
奥马尔,Omar
栗子,Chestnut
交通工具,Transportation
返,return
实里,In real
獽,Bamboo
特制,special
柳,willow
乜,Bamboo
卖力,Sell ​​power
捉弄,tease
仇人,Enemy
做点事,Do something
歉意,apology
告密者,informer
闹钟,Alarm clock
后会,Next
字典,dictionary
藤,rattan
嘣,Bamboo
剃刀,razor
多多指教,A lot of advice
相应,corresponding
室长,Office Chief
压住,Press
空缺,vacancy
祭坛,altar
克朗,Kron
塔特,Tate
打字,type
世,World
這座,This
彩色,color
耶穌,Jesus
全家人,whole family
联赛,League
氛围,Atmosphere
电路,Circuit
親,Dear
深信,Convinced
从天而降,Fall from the sky
余下,Remainder
柴,firewood
只为,Just for
难搞,Unborn
走来走去,walk around
下回,Next
借助,Use
监护权,Monitoring
語,language
赌城,Casino
丝绸,silk
车来,Calamity
桥梁,bridge
比斯,Bis
右舷,Right side
史丹利,Stanley
楼层,floor
脚踏车,bicycle
弄湿,Wet
狗崽子,brat
鼻涕,Snot
贝勒,Beller
裂开,split
华府,Huafu
裕,Prostitute
发号施令,Order
波多黎各,Puerto Rico
肥猪,Fat pig
加利,Gali
骨髓,marrow
劳工,labor
四肢,Limbs
抢救,rescue
猔,Bamboo
深爱着,Deep love
忧伤,sad
斯文,Sven
布道,Brilliant
莱克斯,Lex
心肝,darling
品位,grade
两下,Two down
卸下,Unload
兩人,Two people
炸鸡,fried chicken
莉比,Liby
艰辛,hardships
一夜情,Nightmare
索尼,Sony
ラ,ラ
体谅,Appreciate
香料,spices
曲线,curve
卡蒂,Catty
这班,This class
照镜子,Mirror
过火,Fire
嫁人,Marry
汜,creek
追随者,Follower
吹箫,Blow
模范,model
班级,class
微风,breeze
骨骼,skeleton
這人,This person
坏主意,bad idea
携手,Hand in hand
翻过,Turn over
响应,response
俊,Hansome
便利店,Convenience store
魂,soul
现场直播,live
出乎意料,Unexpectedly
跳下来,jump down
插嘴,Jug
接上,Join
弗雷德里克,Frederick
闻闻,Smell it
佩姬,Pei Ji
点亮,Lit
羊毛,wool
司機,driver
剧烈,severe
出没,haunt
仰望,Look up
不顾一切,regardless of costs
船舱,Cabin
會有,There will be
轨迹,Trajectory
家庭主妇,housewife
身在,be in
失恋,Fall in love
账号,account
贵重,precious
赏,reward
全程,Whole process
写出,Write out
雷文,Raven
马拉松,marathon
畢竟,after all
赌徒,gambler
不复存在,No longer exist
來過,came
巡逻队,Patrol
不喜歡,do not like
病假,sick leave
高雅,elegant
油门,accelerator
扎营,Camp
弗拉,Fla
自欺欺人,Self-deception
鬼子,Devil
態度,manner
要查,Investigate
人影,Movie
求生,Survive
小溪,Creek
暴风,storm
做错事,do wrong things
表扬,praise
栏,column
厨子,cook
满身,Hold
愈来愈,Increasingly
另有,Another
安顿,Settle
成全,Complete
绳,rope
老老实实,honestly
朝向,Head
无条件,Unconditional
衷心,heartfelt
接头,Join
耐性,patience
铲子,shovel
汤玛斯,Toms
被害者,Victim
洗掉,Wash away
外勤,Field
无稽之谈,Nonsense
光臨,Play
今儿,Now
暖气,Heating
王爷,Prince
得够,Enough
手指头,Finger head
逃兵,deserter
私家侦探,private detective
東,East
這話,This
有如,As
我演,I am playing
烂透,Spoil
行行好,Good line
北面,north
尼克松,Nixon
熄火,Flameout
梗,stem
毕加索,Picasso
事事,everything
釜山,Busan
一任,One
饱受,Suffer
凯里,Kerry
加冕,Crown
低下,low
祖,Ancestor
人犯,Man
受宠若惊,Favored
拒,Refuse
开销,Overhead
表亲,cousin
下跪,kneel
太差,Be too bad
莉斯,Lis
粗黑,Crude black
骑着,Ride
時機,opportunity
世道,World
塔利班,Taliban
热身,warm up
麦迪逊,Madison
买下来,Bought
听取,listen to
振动,vibration
里克斯,Ricks
心烦意乱,terribly upset
直视,Direct look
克雷斯,Cres
外围,Periphery
被遗弃,Abandoned
喜好,Happy
咯咯,Giggle
好坏,Good
巴勃罗,Pablo
大約,About
辉,Brilliant
基普,Base
睡醒,wake
洗车,car wash
公墓,cemetery
硐,Bamboo
巴洛,Barlow
语音信箱,Voicemail
露易丝,Louis
科迪,Cody
我时,Me
侍奉,Serve
贰,two
一千年,A thousand years
还击,fight back
ゎ,Bamboo
灌输,instill
日常生活,Daily life
希拉里,Hillary
荷兰人,Dutch
不忍心,Could not bear
好酷,Solemn
之际,Aspect
十亿,Billions of money
在我心中,in my heart
能救,Can save
弄完,Finish
一間,one
造访,Visit
钻进,Drill
公共汽车,bus
殺害,kill
金星,Venus
套装,Set
雨伞,Umbrella
撞倒,run down
死期,Dead
痛楚,Painful
清新,Fresh
声响,sound
宵禁,curfew
日記,Journal
盾牌,Shield
双臂,Arms
岁数,age
忒,Excess
有水,have water
摇篮,cradle
席位,Seat
各处,throughout
印地安人,Indian people
负面,Negative
包厢,Box
中年,middle aged
倘若,if
恩人,benefactor
遗书,Suicide note
声纳,Sona
小伙伴,Small partner
还债,Pay back
继母,Stepmother
能为,Can
合適,Suitable
竜,Bamboo
预先,advance
共犯,Allocate
李润成,Li Runcheng
艾蜜莉,Ai Mi Li
组装,Assemble
铲,shovel
關閉,closure
拍拖,Drag
争辩,argue
漩涡,swirl
卡姆,Kam
詛咒,curse
主导,leading
夺去,Take away
物理学,physics
座椅,Seat
停不下来,can not stop
会计师,Accountant
少废话,Less nonsense
蹦,jump
市場,market
仓鼠,Hamster
采儿,Minor
促进,Promote
祘,Bamboo
白雪公主,snow White
贝里,Berry
马铃薯,potato
会以,Will
下滑,Decline
音响,Audio
这年头,This year
伊利,Yili
分队,Detachment
嫩,Tender
结识,Meet
他关,Hegand
擦屁股,Rubbish
消防队,Fire team
业主,owner
門,door
背负,bear
消沉,depressed
底片,Negative film
拍拍,Pat
型号,model
高利,High profit
法文,French
顺风,Windy
观测,Observation
纳什,Nash
著作,book
做不来,Do not do
学徒,apprentice
可得,Available
掠,Plunder
探讨,Discussion
太深,Too deep
创立,Found
恰恰相反,Contrary
名堂,Hut
秋,Autumn
把酒,Wine
人事,personnel
活口,Active port
撬,pry
ㄈ,Bamboo
发给你,send you
威风,prestige
赚点,Earn some
地區,area
這東西,This thing
事迹,Deed
甘地,Gandhi
京城,Capital
遲,Late
始于,Begin with
心动,Heart
憩,Rest
素,White
队形,formation
咔,Braw
财宝,Treasure
转化,Transform
高达,Up to up to
高温,high temperature
肉桂,Cinnamon
皮夹,Wallet
喜剧演员,comedian
折扣,Discount
打点,Point
布兰达,Branda
酒来,Wine
甜品,Dessert
找遍,Go throughout
效应,effect
大腦,brain
削弱,weaken
对战,Battle
總會,General meeting
家教,Tutor
洗完,Finish
纳闷,Wonderful
法力,Manifest
令尊,Respected
ス,ス
欺騙,deceive
象个,Like
老年,elderly
钮帝,Damper
彼此彼此,Each other
办理,Handle
屁滚尿流,Fart
三百万,three million
两岁,Two years old
一提,Give a mention
帮过,Help
祭品,Sacrifice
先放,Put first
貨幣,currency
极好,Excellent
认证,Certification
麻烦事,trouble
億,100 million
庞德,Pound
回过,Go back
精准,Preciseness
主唱,Main singing
前排,Front row
克里斯蒂娜,Christina
翻身,Turn over
救生艇,lifeboat
加仑,gallon
肌肤,skin
资深,Senior
一小部分,a small part
王妃,princess
艾滋病,AIDS
接线员,operator
行凶,Murder
两把,Two
樂隊,band
咖啡吧,Cafe
陪同,Accompany
马拉,Mala
上个星期,last week
沒辦法,no way
出个,Out
顽强,tenacious
大学毕业,University graduation
加工,Machining
不僅,not only
色情片,Porn
豹,Leopard
打探,Detect
菲律宾,Philippine
會不會,Will not
摄像,Camera
派上用场,Come in handy
迪奥,Dior
拖累,drag
留給,Leave
斯拉,Sla
五個,Five
玛丽莲,Marilyn
力士,Luxi
激动人心,Exciting
特有,Unique
餐具,tableware
华纳,Warner
施工,construction
簈,Bamboo
军情,Military situation
捣,Tack
咖啡因,caffeine
提拔,promoted
上锁,Lock
潘妮,Panni
尽兴,Weigh
相處,get along
随之,Follow
睡觉时,Sleep
调皮,Naughty
繰,Bamboo
赶着,Rush
阿方索,Alfonso
掌权,Power
补救,remedy
花瓣,petal
地被,Place
冲洗,rinse
第二名,Second place
嗅觉,Smell
汉尼拔,Hanni
情不自禁,Can't help
施压,Press down
看能,Can
藉,borrow
优惠,discount
开了个,Open a
拿个,Take one
备受,Have
公元,A.D.
老房子,old house
鬼鬼祟祟,sneaking
阿卡,Aka
发射器,launcher
綼,Bamboo
药房,pharmacy
买不到,Can't buy
得体,Decent
案发,Case
这群人,This group of people
爺,Grandfather
給了,Gave
整年,whole year
费劲,Hard work
正轨,Positive track
钱财,money
年青,young
场上,Field
強大,powerful
真受不了,Can't stand
归宿,Destination
小点,smaller
メ,Bamboo
事宜,Matter
伸,stretch
静止,still
逐出,Expel
穆尔,Muro
马儿,Horse
装在,Packed in
池,Pool
真不该,Really
坦率,frank
缓刑,probation
搞混,Mix
露娜,Luna
起死回生,Death
老伙计,Old boy
半点,Half point
裙,skirt
黄瓜,cucumber
拖走,Drag away
终将,Be
坎普,Camp
扫帚,broom
蓄意,Deliberately
后卫,Guard
风流,Windflow
獨自,alone
穆,Mu
芒果,mango
机体,Body
伽,Gamma
爬山,climb mountains
卧槽,Trough
我兒子,my son
む,Bamboo
放任,Let go
消磨,Grind
长度,length
但愿如此,I hope so
索尼娅,Sonya
ر,Odd
飞过来,Fly over
挥舞,Wave
飽,full
象棋,Chess
打敗,defeat
教訓,lesson
预料到,expected that
確保,make sure
榮幸,Pleasure
阿蒂,Atty
运营,Operate
好运气,good luck
寇,Harbor
照办,Take
猎,hunting
放不下,Can't put down
朗尼,Lonni
ﾌ,Bamboo
头颅,Skull
菲茨,Fitz
他病,Hell
直升,Helicate
录音机,recorder
考上,Admission
长长的,long
学着,Learn
我够,I am enough
禦,Royal
再来点,Come some point
再过,Again
开业,Opening
當我們,when we
醬,Sauce
轰动,sensation
雨林,Rainforest
办妥,Make
祝你愉快,wish you happiness
加布,Gab
填写,fill in
扭转,Reverse
稿子,Manuscript
茜,Deceived
徒劳,Futile
汉子,Man
打折,Discount
美剧,U.S. drama
海莉,Haili
喘息,respite
垃圾箱,Trash can
悔,regret
磕,knock
凳子,stool
前夕,eve
有什,There
利亚姆,Liam
低于,Lower than
总在,Always
列出,List
发怒,Huff
蝎子,Scorpion
面谈,Talk
符,symbol
通心粉,pasta
權力,that power
芙琳,Fuffen
三十秒,Thirty seconds
另一端,another side
ゼ,Bamboo
好色,Colored
瘆,Bamboo
史坦,Historist
伊桑,Isan
分娩,childbirth
变回,Back
车窗,Window
雇佣兵,mercenary
布伦达,Brena
霍克,Hawker
保释金,Bail
贫民区,Slum
曾祖父,Grandfather
稍息,Aim
交涉,Negotiate
闺女,Hairie
世事,World
印尼,Indonesia
不时,Visit from time to time
小木屋,Cabin
兴,prosper
牡蛎,Oyster
预谋,Premeditude
疤,scar
安静下来,calm down
上边,On the side
小花,Small flower
這句,This sentence
谢尔顿,Shelton
雜,miscellaneous
敬重,Respect
主人公,Protagonist
香田,Scented
氮,nitrogen
洗衣店,laundry
昏过去,fainted
两瓶,Two bottles
衰老,senescence
魁,Kui
尸检,Autopsy
府,Government
锯,saw
公安,public security
人太多,too many people
调头,Head
理发师,barber
泽西,Jersey
没骗,Noify
篊,Bamboo
简称,Abbreviation
这篇,This article
神经质,Neurotic
帅呆了,Awesome
出什麼,What
愣,Stare
绑住,tie
讲究,Pay attention
初期,Initial
垮,collapse
崔西,Cui West
政党,political party
牧,Animal husbandry
家住,Home live
盖特,Gat
歼灭,Annihilate
不怕死,Not afraid of death
交了,handed in
菠萝,Pineapple
卡德,Kad
經理,manager
山峰,mountain peak
孬种,Species
太帅,Too handsome
监护,guardianship
现今,now
留著,Stay
牲畜,livestock
眎,Bamboo
殖民,colonial
富翁,Rich man
间接,indirect
終於,finally
冲向,Rush
精美,fine
会用,will use
寬,width
怪罪,Crime
今次,This time
法兰西,France
算法,algorithm
开船,sail
一百块,One hundred pieces
片场,Work
日語,Japanese
筹备,Prepare
促使,Urge
编织,Weave
这全,This
莫利,Molley
宣,Announce
哮喘,asthma
糖浆,syrup
不痛,No pain
捕食,prey
多纳,Dona
邦尼,Bonny
机遇,opportunity
参赛者,Contestant
君临,Jun Lin
狂人,mad Men
你付,You pay
乱说话,Talking nonsense
游乐园,amusement park
空闲,idle
决不能,Never
渠道,channel
纯真,Pure
过多,excessive
扩展,Expand
耳语,whisper
弄点,Get some
糒,Bamboo
弗里,Frei
白粉,White powder
八十,eighty
蜂,bee
慢跑,jogging
肥胖,obesity
大提琴,Cellin
坚硬,hard
脸红,blush
挂出,hang out
生还,Survive
圣子,Son
奋战,Fight
追击,Pursue
根烟,Cigarette
遭殃,Suffer
耗子,Consumption
无私,Selfless
市政厅,town Hall
酷刑,Torture
做好事,Do good things
普罗,Po
外观,Exterior
流出,Outflow
受审,Trial
养老金,pension
斯巴达,Sparta
露水,dew
斯凯,Sky
左翼,Left-wing
守则,Code
敬酒,Toast
休庭,Take court
联系人,Contact
风光,Scenery
很脏,Dirty
拉维斯,Lavis
人工智能,artificial intelligence
践踏,trample
發射,emission
我定,Idy
先锋,pioneer
探戈,Tango
编码,coding
灵媒,psychic
受伤害,Getting hurt
我接,I pick up
起司,cheese
泡汤,Bubble soup
正派,upright
拉面,Hand-Pulled Noodle
玛蒂,Marti
护身符,amulet
大选,general election
摆动,swing
魔杖,Wand
ゞ,Bamboo
攻打,attack
单挑,Single pick
普里,Print
记不住,Can't remember
乱讲,Talk
共舞,Dance
口哨,Whistle
驾驭,control
之剑,Sword
宣扬,Promote
海滨,seaside
伊斯兰教,Islam
最具,Most
从那时起,Since then
骡子,Donkey
捎,take along
截然不同,Different
管事,Do things
约瑟芬,Joseph
那该,Then
禁忌,Taboo
残,Disabled
地儿,Floor
奈斯,Nas
难免,Inevitably
钢,steel
后头,Behind
夏目,Natsume
说声,Say
楊,Yang
