,Chinese,English,Pinyin
9072,当场,on the spot,dāngchǎng
9073,正经,serious,zhèngjīng
9074,一丝,A silk,yīsī
9075,塔斯,Tas,tǎsī
9076,枪毙,Shot,qiāngbì
9077,转转,Rotate,zhuànzhuan
9078,摆在,Possession,bǎizài
9079,在世界上,in the world,zàishìjièshàng
9080,四月,April,sìyuè
9081,减轻,Reduce,jiǎnqīng
9082,核武器,Nuclear weapon,héwǔqì
9083,面孔,face,miànkǒng
9084,但别,Don't,dànbié
9085,走近,Go near,zǒujìn
9086,戒酒,Stop,jièjiǔ
9087,关进,Shut in,guānjìn
9088,修正,Correction,xiūzhèng
9089,过日子,Overnough,guòrìzi
9090,签个,Sign a sign,qiānge
9091,那幅,That,nàfú
9092,所见,See,suǒ jiàn
9093,友情,Friendship,yǒuqíng
9094,洛伊,Rry,luòyī
9095,学期,semester,xuéqī
9096,好家伙,Good guy,hǎojiāhuo
9097,娘养,Mother,niángyǎng
9098,大笑,laughing out loud,dàxiào
9099,入住,Stay in,rùzhù
9100,后座,Rear seat,hòuzuò
9101,孔,hole,kǒng
9102,喬,Joe,qiáo
9103,活跃,active,huóyuè
9104,我放,I put,wǒfàng
9105,脑,brain,nǎo
9106,可比,comparable,kěbǐ
9107,伊万,Ivan,yīwàn
9108,等级,grade,děngjí
9109,沉睡,Sleep,chénshuì
9110,那块,That piece,nà kuài
9111,健身房,Gym,jiànshēnfáng
9112,头顶,Head,tóudǐng
9113,诺言,promise,nuòyán
9114,叶子,leaf,yèzi
9115,每隔,Every,měigé
9116,電話給,Call,diànhuà jǐ
9117,小混蛋,little bastard,xiǎohùndàn
9118,三百,three hundred,sānbǎi
9119,被关,is closed,bèiguān
9120,我馬上,I am right away.,wǒ mǎshàng
9121,顶尖,top notch,dǐngjiān
9122,整夜,All night,zhěngyè
9123,打牌,play cards,dǎpái
9124,ν,ν,ν
9125,鹿,deer,lù
9126,法医,Forensic,fǎyī
9127,体贴,Considerate,tǐtiē
9128,对决,Confirm,duìjué
9129,口信,Oral,kǒuxìn
9130,瑞格,Rig,ruìgé
9131,片刻,moment,piànkè
9132,电子邮件,e-mail,diànzǐyóujiàn
9133,黑手党,mafia,hēishǒudǎng
9134,突击,assault,tūjī
9135,私奔,elopement,sībēn
9136,造型,modeling,zàoxíng
9137,謊,lie,huǎng
9138,阿拉斯加,Alaska,ālāsījiā
9139,飓风,hurricane,jùfēng
9140,驾驶员,Driver,jiàshǐyuán
9141,伤痕,Scar,shānghén
9142,绰号,nickname,chuòhào
9143,损伤,damage,sǔnshāng
9144,威尔逊,Wilson,wēiěrxùn
9145,下定决心,Determined,xiàdìngjuéxīn
9146,处罚,Punishment,chǔfá
9147,公牛,bull,gōngniú
9148,伺候,Serve,cìhou
9149,裁决,ruling,cáijué
9150,酸,acid,suān
9151,徘徊,Hover,páihuái
9152,章,chapter,zhāng
9153,猪头,Pig,zhūtóu
9154,意識,consciousness,yìshí
9155,女佣,maid,nǚyōng
9156,梦幻,dream,mènghuàn
9157,记号,mark,jìhao
9158,以至于,Soily,yǐzhìyú
9159,捧,Hold,pěng
9160,上士,Sergeant,shàngshì
9161,打赢,Win,dǎyíng
9162,移植,transplant,yízhí
9163,不怎么样,not very good,bùzěnmeyàng
9164,县,County,xiàn
9165,韩,Korean,hán
9166,不下,Can't,buxià
9167,捉住,Catch,zhuōzhù
9168,波斯,Persian,bōsī
9169,说来话长,Argue,shuōláihuàcháng
9170,号房,Room,háofáng
9171,诸神,God,zhūshén
9172,很感兴趣,very interested,hěngǎnxīngqù
9173,博拉,Bora,bólā
9174,营救,rescue,yíngjiù
9175,往事,past,wǎngshì
9176,牢里,Prison,láolǐ
9177,圣灵,Holy Spirit,shènglíng
9178,面对现实,face the reality,miànduìxiànshí
9179,拨打,Call,bōdǎ
9180,旋律,melody,xuánlǜ
9181,博客,Blog,bókè
9182,无法忍受,unbearable,wúfǎrěnshòu
9183,怀抱,embrace,huáibào
9184,出入,Go out,chūrù
9185,做過,Have done,zuòguò
9186,时常,often,shícháng
9187,剧,drama,jù
9188,任性,capricious,rènxìng
9189,桑尼,Sunny,sāngní
9190,他长,Hell,tuòzhǎng
9191,抖,shake,dǒu
9192,叉,cross,chā
9193,厄,Desperate,è
9194,规律,law,guīlǜ
9195,証,certificate,zhèng
9196,人格,Personality,réngé
9197,抬头,look up,táitóu
9198,找寻,Find,zhǎoxún
9199,瘫痪,paralysis,tānhuàn
9200,转弯,Turn,zhuǎnwān
9201,几十年,Decades,jǐshínián
9202,人头,Manner,réntóu
9203,康,Kang,kāng
9204,艾拉,Aila,àilā
9205,節目,programme,jiémù
9206,碰头,Meet,pèngtóu
9207,你還,you still,nǐhái
9208,請問,Excuse me,qǐngwèn
9209,答,answer,dá
9210,很近,Very close,hěnjìn
9211,敬礼,salute,jìnglǐ
9212,不該,Should not,bùgāi
9213,买单,Buy,mǎidān
9214,父王,Father,fùwáng
9215,寄来,Send,jì lái
9216,天知道,God knows,tiānzhīdào
9217,設計,design,shèjì
9218,教书,Teaching,jiāoshū
9219,記者,reporter,jìzhě
9220,我活,I live,wǒhuó
9221,没干,Not dry,mògān
9222,此处,Here,cǐchù
9223,碭,Bamboo,dàng
9224,十万,"100,000",shíwàn
9225,奔跑,run,bēnpǎo
9226,面对面,Face-to-face,miànduìmiàn
9227,莱斯,Les,láisī
9228,交流学习,Exchange learning,jiāoliúxuéxí
9229,猫咪,Cat,māomī
9230,螟,Borer,míng
9231,发光,Glow,fāguāng
9232,卡罗,Carlo,kǎluó
9233,收据,Receipt,shōujù
9234,在此之前,Before this,zàicǐzhīqián
9235,氣,gas,qì
9236,上床睡觉,go to bed,shàngchuángshuìjué
9237,试一试,Trial,shìyīshì
9238,罵,scold,mà
9239,熊猫,Panda,xióngmāo
9240,刘易斯,Lewis,liúyìsī
9241,族,Family,zú
9242,盈利,profit,yínglì
9243,拿破仑,Napoleon,nápòlún
9244,不至于,Not,bùzhìyú
9245,巴德,Bad,bādé
9246,旁邊,beside,pángbiān
9247,另一只,Another,lìngyīzhī
9248,上岸,Displacement,shàngàn
9249,能比,Can,néngbǐ
9250,房东,landlord,fángdōng
9251,輕人,Light people,qīngrén
9252,冇,without,mǎo
9253,如果说,if we assume,rúguǒshuō
9254,情妇,mistress,qíngfù
9255,莉娜,Lina,lìnuó
9256,恳求,Pleaken,kěnqiú
9257,上方,Upper,shàngfāng
9258,光,Light,guāng
9259,达斯,Das,dásī
9260,水下,Underwater,shuǐxià
9261,奏效,Work,zòuxiào
9262,好美,What a nice view,hǎoměi
9263,忙碌,Busy,mánglù
9264,多个,Multiple,duōgè
9265,太郎,Tailang,tàiláng
9266,退学,Drop out of school,tuìxué
9267,手续,formalities,shǒuxù
9268,走动,Walk away,zǒudòng
9269,全靠,Rely,quánkào
9270,尽我所能,Do my best,jìnwǒsuǒnéng
9271,并未,Not,bìngwèi
9272,撕,tear,sī
9273,樱桃,Cherry,yīngtáo
9274,自我介绍,Self introduction,zìwǒjièshào
9275,嘞,Bamboo,lei
9276,权限,Authority,quánxiàn
9277,朱迪,Judy,zhūdí
9278,狀態,state,zhuàngtài
9279,花生,peanut,huāshēng
9280,之战,Battle,zhīzhàn
9281,逛,visit,guàng
9282,镇静,Calm,zhènjìng
9283,梅尔,Mel,méiěr
9284,粗,Crude,cū
9285,痊愈,get well,quányù
9286,吻合,Consistent,wěnhé
9287,请教,consult,qǐngjiào
9288,防线,Defense line,fángxiàn
9289,地窖,cellar,dìjiào
9290,复活节,Easter,fùhuójié
9291,保险公司,Insurance company,bǎoxiǎngōngsī
9292,不当,improper,bùdàng
9293,打到,Hit,dǎ dào
9294,不上,Be unable to,bushàng
9295,歹徒,Gangster,dǎitú
9296,挚爱,Love,zhìài
9297,冒出来,pop up,màochūlái
9298,亚特兰大,Atlanta,yàtèlándà
9299,荣誉出品,Honor,róngyùchūpǐn
9300,科特,Cote,kētè
9301,惊慌,panic,jīnghuāng
9302,狀況,situation,zhuàngkuàng
9303,激活,activation,jīhuó
9304,皊,Bamboo,皊
9305,動物,animal,dòngwù
9306,江湖,Rivers and lakes,jiānghú
9307,新年快乐,Happy New Year,xīnniánkuàilè
9308,省省,Province,shěng shěng
9309,竞赛,competition,jìngsài
9310,惊吓,Scare,jīngxià
9311,現實,Reality,xiànshí
9312,远处,far away,yuǎnchù
9313,迪伊,Dii,díyī
9314,强暴,Violent,qiángbào
9315,要給,Give,yàogěi
9316,自卫,Self-defense,zìwèi
9317,强硬,tough,qiángyìng
9318,后果自负,Consequences,hòuguǒzìfù
9319,新鲜空气,fresh air,xīnxiānkōngqì
9320,听得见,can hear,tīngdéjiàn
9321,垫,pad,diàn
9322,含义,meaning,hányì
9323,车票,ticket,chēpiào
9324,豆腐,Tofu,dòufu
9325,绑起来,Tie up,bǎngqǐlái
9326,内特,Nate,nèitè
9327,瞪,stare,dèng
9328,深爱,Deep love,shēnài
9329,頗,quite,pō
9330,战机,Fighter,zhànjī
9331,布兰登,Brandon,bùlándēng
9332,怀里,Arms,huáilǐ
9333,刻薄,mean,kèbó
9334,问起,Ask,wènqǐ
9335,无耻,Shameless,wúchǐ
9336,淹没,Submerge,yānmò
9337,坏话,Bad words,huàihuà
9338,折腾,toss,zhēteng
9339,电击,electric shock,diànjī
9340,不及,Not,bùjí
9341,嘉宾,Guest,jiābīn
9342,艺人,artist,yìrén
9343,草地,grassland,cǎodì
9344,妳是,You are,nǎishì
9345,隐蔽,hidden,yǐnbì
9346,华特,Walt,huátè
9347,中东,middle East,zhōngdōng
9348,华尔街,Wall Street,huáěrjiē
9349,激励,excitation,jīlì
9350,隨時,at any time,suíshí
9351,愧疚,Jealousy,kuìjiù
9352,缉毒,Antipoison,jīdú
9353,胜任,competent,shèngrèn
9354,中毒,Poison,zhòngdú
9355,童话,fairy tale,tónghuà
9356,三角,Triangle,sānjiǎo
9357,某個,Some,mǒuge
9358,趴,lie,pā
9359,皮埃尔,Pierre,píāiěr
9360,蜥蜴,lizard,xīyì
9361,一发,A hair,yīfā
9362,怀,Pregnant,huái
9363,罗尼,Ronny,luóní
9364,加把劲,Pluck,jiābǎjìn
9365,人工,Artificial,réngōng
9366,付款,Payment,fùkuǎn
9367,村长,village head,cūnzhǎng
9368,测量,Measurement,cèliáng
9369,太慢,Too slow,tàimàn
9370,田,field,tián
9371,超时空,Overtone,chāoshíkōng
9372,赞助,sponsor,zànzhù
9373,那栋,That building,nàdòng
9374,这台,This,zhètái
9375,舞伴,Partner,wǔbàn
9376,我生,I am born,wǒshēng
9377,聲,Voice,shēng
9378,漏洞,Vulnerability,lòudòng
9379,人來,People,rénlái
9380,哪天,When,nǎ tiān
9381,快感,Pleasure,kuàigǎn
9382,通通,all,tōngtōng
9383,鳥,bird,niǎo
9384,暴徒,thug,bàotú
9385,小妹妹,Little sister,xiǎomèimei
9386,出發,Set off,chūfā
9387,崭新,New,zhǎnxīn
9388,失效,Fail,shīxiào
9389,回电,Call back,huídiàn
9390,设想,Idea,shèxiǎng
9391,汉,Chinese,hàn
9392,起身,Get up,qǐshēn
9393,有话要说,Have something to say,yǒuhuàyàoshuō
9394,打出,Play,dǎchū
9395,凤凰,Phoenix,fènghuáng
9396,上瘾,Addiction,shàngyǐn
9397,脚印,footprint,jiǎoyìn
9398,唱得,Sing,chàngde
9399,模特儿,Model,mótèr
9400,夏季,summer,xiàjì
9401,旅館,hostel,lǚguǎn
9402,退缩,Retreat,tuìsuō
9403,一滴,Drop,yīdī
9404,咒,curse,zhòu
9405,内森,Nason,nèisēn
9406,湾,Bay,wān
9407,漏,leak,lòu
9408,真可怜,Pitiful,zhēnkělián
9409,此案,Case,cǐàn
9410,致死,lethal,zhìsǐ
9411,份子,Part,fènzǐ
9412,小看,Look,xiǎokàn
9413,珊瑚,coral,shānhú
9414,心臟,heart,xīnzàng
9415,藏身,Hide,cángshēn
9416,马可,Mark,mǎkě
9417,胡,Hu,hú
9418,发脾气,loose the temper,fāpíqì
9419,来杯,Come to the cup,láibēi
9420,可用,Available,kěyòng
9421,许,May,xǔ
9422,大餐,Feast,dàcān
9423,母,mother,mǔ
9424,岗位,post,gǎngwèi
9425,下星期,Next week,xiàxīngqī
9426,这支,This,zhèzhī
9427,受够,Enough,shòugòu
9428,困在,Trapped in,kùnzài
9429,混账,Mix,hùnzhàng
9430,太空船,Spaceship,tàikōngchuán
9431,规划,planning,guīhuà
9432,撒謊,lie,sāhuǎng
9433,纪念品,souvenir,jìniànpǐn
9434,裂缝,crack,lièfèng
9435,过错,fault,guòcuò
9436,超自然,supernatural,chāozìrán
9437,哈克,Hack,hākè
9438,电视机,TV set,diànshìjī
9439,震动,shock,zhèndòng
9440,打火机,lighter,dǎhuǒjī
9441,热水,Hot water,rèshuǐ
9442,图案,pattern,túàn
9443,索菲,Sophie,suǒfēi
9444,琪,Qi,qí
9445,奶牛,Cow,nǎiniú
9446,這點,this point,zhèdiǎn
9447,点击,Click,diǎnjī
9448,上車,boarding,shàngchē
9449,睇,Bamboo,dì
9450,泡沫,Foam,pàomò
9451,空调,air conditioner,kōngtiáo
9452,欲,want,yù
9453,腹,belly,fù
9454,残骸,wreckage,cánhái
9455,削减,reduce,xuējiǎn
9456,斯塔克,Stark,sītǎkè
9457,瑞恩,Ryan,ruìēn
9458,带回去,Bring back,dàihuíqù
9459,情人节,Valentine's Day,qíngrénjié
9460,大军,Army,dàjūn
9461,虎,Tiger,hǔ
9462,配不上,Can't match,pèibushàng
9463,口水,saliva,kǒushuǐ
9464,酒保,Bartender,jiǔbǎo
9465,高中生,High school student,gāozhōngshēng
9466,药品,drug,yàopǐn
9467,破壞,destroy,pòhuài
9468,鹦鹉,Parrot,yīngwǔ
9469,轰炸机,bomber,hōngzhàjī
9470,伯恩,Bourne,bóēn
9471,宋,Song,sòng
9472,兰德,Rand,lándé
9473,发音,pronounce,fāyīn
9474,庆典,celebration,qìngdiǎn
9475,拉开,Pull away,lākāi
9476,随机,random,suíjī
9477,底,end,dǐ
9478,公,male,gōng
9479,七月,July,qīyuè
9480,肚子饿,Hungry,dùzǐè
9481,凡事,Everything,fánshì
9482,奶,Milk,nǎi
9483,哪去,Whereast,nǎqù
9484,匕首,dagger,bǐshǒu
9485,这起,This,zhèqǐ
9486,不斷,Constantly,bùduàn
9487,浩,Hunger,hào
9488,中止,Suspend,zhōngzhǐ
9489,变形,Deformation,biànxíng
9490,一类,one type,yīlèi
9491,畏惧,fear,wèijù
9492,达尔,Dar,dáěr
9493,當你,A,dāngnǐ
9494,生前,Prior,shēngqián
9495,眼下,at the moment,yǎnxià
9496,废墟,ruins,fèixū
9497,千年,millennium,qiānnián
9498,最終,finally,zuìzhōng
9499,有幸,Fortunately,yǒuxìng
9500,疲惫,exhausted,píbèi
9501,纠结,Entangle,jiūjié
9502,挑剔,Picky,tiāoti
9503,加快,accelerate,jiākuài
9504,背面,back,bèimiàn
9505,真没想到,It surprised me that,zhēnmòxiǎngdào
9506,問問,Ask,wènwèn
9507,卡门,Carmen,kǎmén
9508,硄,Bamboo,硄
9509,银,silver,yín
9510,渣,Slag,zhā
9511,孽,evil,niè
9512,警惕,alert,jǐngtì
9513,桃子,peach,táozi
9514,人马,Honest,rénmǎ
9515,這場,This,zhècháng
9516,一两个,One or two,yīliǎngge
9517,提取,extract,tíqǔ
9518,液体,liquid,yètǐ
9519,冰激凌,Ice cream,bīngjīlíng
9520,新奥尔良,New Orleans,xīnàoěrliáng
9521,举止,manner,jǔzhǐ
9522,腹部,abdomen,fùbù
9523,召开,Convene,zhàokāi
9524,龙虾,lobster,lóngxiā
9525,暴躁,irritable,bàozào
9526,庭上,In court,tíngshàng
9527,问题所在,problem lies in,wèntísuǒzài
9528,政治家,politician,zhèngzhìjiā
9529,伤疤,scar,shāngbā
9530,侦察,reconnaissance,zhēnchá
9531,切除,resection,qiēchú
9532,踢球,Play the ball,tīqiú
9533,添麻烦,Add trouble,tiānmáfan
9534,油漆,paint,yóuqī
9535,ー,One,ー
9536,国防部,Defense department,guófángbù
9537,我成,Me,wǒchéng
9538,体系,system,tǐxì
9539,卡利,Cali,kǎlì
9540,尼娜,Nina,nínuó
9541,聪明人,smart people,cōngmíngrén
9542,心事,Feel,xīnshì
9543,這一點,at this point,zhè yīdiǎn
9544,认错,Admit,rèncuò
9545,拔,pull,bá
9546,内尔,Neil,nèiěr
9547,赐,Give,cì
9548,价,price,jie
9549,心烦,Upset,xīnfán
9550,授予,Grant,shòuyǔ
9551,即刻,immediately,jíkè
9552,记下来,record,jixiàlái
9553,南非,South Africa,nánfēi
9554,黛西,Daisy,dàixī
9555,知晓,Know,zhīxiǎo
9556,挖出,Dig out,wāchū
9557,捐,donate,juān
9558,藉口,Excuse,jièkǒu
9559,我选,I chose,wǒxuǎn
9560,无赖,Rogue,wúlài
9561,来来来,Come,láiláilái
9562,泡妞,Pirate,pàoniū
9563,增强,Enhanced,zēngqiáng
9564,培根,Bacon,péigēn
9565,格斗,Fight,gédòu
9566,调用,transfer,diàoyòng
9567,碰撞,collision,pèngzhuàng
9568,纠正,correct,jiūzhèng
9569,数据库,database,shùjùkù
9570,聚在一起,gather together,jùzàiyīqǐ
9571,ﺋ,Bamboo,ﺋ
9572,看似,Seemingly,kànsì
9573,真能,Really,zhēnnéng
9574,法西斯,Fascist,fǎxīsī
9575,小猪,piggy,xiǎozhū
9576,回国,Return home,huíguó
9577,阿杰,Ager,ējié
9578,ﻒ,Bamboo,ﻒ
9579,亿美元,One hundred million U.S. dollars,yìměiyuán
9580,农夫,farmer,nóngfū
9581,相当于,Equivalent,xiāngdāngyú
9582,得意,proud,déyì
9583,爱好者,Fooker,àihàozhě
9584,脫,Take off,tuō
9585,繁殖,Reproduction,fánzhí
9586,渡过,Ferry,dùguò
9587,乡巴佬,Hometown,xiāngbālǎo
9588,决不会,Never,juébuhuì
9589,带路,lead the way,dàilù
9590,鲁莽,reckless,lǔmǎng
9591,怨恨,resentment,yuànhèn
9592,搜集,collect,sōují
9593,ユ,ユ,ユ
9594,地獄,hell,dìyù
9595,斯坦利,Stanley,sītǎnlì
9596,赛斯,Sasis,sàisī
9597,竞技场,arena,jìngjìchǎng
9598,抑制,inhibition,yìzhì
9599,钢铁,Steel,gāngtiě
9600,布洛克,Bloock,bùluòkè
9601,祭,Sacrifice,jì
9602,落到,Fall into,luòdào
9603,已知,A known,yǐzhī
9604,辣妹,Spicy girl,làmèi
9605,对准,alignment,duìzhǔn
9606,天主,Center,tiānzhǔ
9607,挺住,Stay in,tǐngzhù
9608,疑惑,Confuse,yíhuò
9609,酒馆,Pub,jiǔguǎn
9610,冒昧,Take the liberty,màomèi
9611,台阶,Stairs,táijiē
9612,偿还,repay,chánghuán
9613,ﻼ,لا,ﻼ
9614,認,recognize,rèn
9615,我数,Me,wǒshù
9616,拉克,Luck,lākè
9617,作案,Crime,zuòàn
9618,看不起,despise,kànbuqǐ
9619,扩散,diffusion,kuòsàn
9620,午安,good afternoon,wǔān
9621,犬,dog,quǎn
9622,身亡,Die,shēnwáng
9623,劈,hack,pī
9624,雪梨,Sydney,xuělí
9625,随心所欲,Feel,suíxīnsuǒyù
9626,布鲁诺,Bruno,bùlǔnuò
9627,暗号,signal,ànhào
9628,战友,Comrades,zhànyǒu
9629,自责,Self-blame,zìzé
9630,令人兴奋,Exciting,lìngrénxīngfèn
9631,包包,Bag,bāobāo
9632,点半,Half,diǎnbàn
9633,再生,regeneration,zàishēng
9634,坐飞机,By plane,zuòfēijī
9635,蚊子,mosquito,wénzi
9636,改编,adaptation,gǎibiān
9637,妒忌,jealous,dùjì
9638,公尺,meter,gōngchǐ
9639,诺夫,Nov,nuòfū
9640,想不起来,can not remember,xiǎngbuqǐlái
9641,启发,Inspire,qǐfā
9642,大都会,metropolis,dàdūhuì
9643,补,repair,bǔ
9644,收钱,Pay money,shōuqián
9645,清空,Empty,qīngkōng
9646,适用,Be applicable,shìyòng
9647,来信,Letter,láixìn
9648,观念,Concept,guānniàn
9649,我愿,I wish,wǒyuàn
9650,尼古拉斯,Nicholas,nígǔlāsī
9651,杰弗里,Jeffrey,jiéfúlǐ
9652,知情,Informed,zhīqíng
9653,超過,Exceed,chāoguò
9654,忠心,loyalty,zhōngxīn
9655,弗林特,Flint,fúlíntè
9656,走来,Come,zǒulái
9657,奈,Neck,nài
9658,发电机,Dynamo,fādiànjī
9659,演示,Demonstration,yǎnshì
9660,大块头,Large piece,dàkuàitóu
9661,社团,Community,shètuán
9662,无助,helpless,wúzhù
9663,中途,halfway,zhōngtú
9664,神灵,God,shénlíng
9665,詞,word,cí
9666,那笔,That pen,nà bǐ
9667,进度,schedule,jìndù
9668,提早,Early morning,tízǎo
9669,英國,UK,yīngguó
9670,軍隊,army,jūnduì
9671,辛格,Singer,xīngé
9672,案例,Case,ànlì
9673,焦点,focus,jiāodiǎn
9674,太阳系,Solar system,tàiyángxì
9675,围巾,scarf,wéijīn
9676,斯托,Sto,sītuō
9677,后台,Backstage,hòutái
9678,面部,Facial,miànbù
9679,契约,contract,qìyuē
9680,关灯,Shut down,guāndēng
9681,剧终,Yearner,jùzhōng
9682,寄生虫,Parasite,jìshēngchóng
9683,叛军,Rebel,pànjūn
9684,开花,flowering,kāihuā
9685,关照,care,guānzhào
9686,当选,Elected,dāngxuǎn
9687,杰里,Jerry,jiélǐ
9688,杰斯,Jess,jiésī
9689,娜塔莎,Natasha,nuótǎshā
9690,兽,beast,shòu
9691,言论,Speech,yánlùn
9692,沒見過,never seen it,mòjiànguò
9693,愚弄,Foolish,yúnòng
9694,营业,Business,yíngyè
9695,姜,ginger,jiāng
9696,两件事,Two things,liǎngjiànshì
9697,流放,exile,liúfàng
9698,ﺏ,ب,ﺏ
9699,有家,Have a home,yǒujiā
9700,先别,Do not,xiān bié
9701,里尔,Lille,lǐěr
9702,ﺛ,Bamboo,ﺛ
9703,群体,group,qúntǐ
9704,爪子,paw,zhuǎzi
9705,债,debt,zhài
9706,程式,Program,chéngshì
9707,私生子,illegitimate child,sīshēngzǐ
9708,歪,crooked,wāi
9709,罐头,can,guàntou
9710,叹息,sigh,tànxī
9711,塞斯,Cesus,sāisī
9712,仍旧,Still,réngjiù
9713,致,Cause,zhì
9714,球迷,fan,qiúmí
9715,求助,Help,qiúzhù
9716,子民,People,zǐmín
9717,绷带,bandage,bēngdài
9718,轻微,slight,qīngwēi
9719,团伙,Gang,tuánhuǒ
9720,便会,Will,biànhuì
9721,自找,Search,zìzhǎo
9722,有助于,Contribute to,yǒuzhùyú
9723,湖边,Lakeside,húbiān
9724,阿德,Ade,ēdé
9725,漫步,stroll,mànbù
9726,他現,He is now,tuòxiàn
9727,明信片,postcard,míngxìnpiàn
9728,驚,shock,jīng
9729,传球,Pass,chuánqiú
9730,应用,application,yìngyòng
9731,爱尔兰人,Irishman,àiěrlánrén
9732,条约,treaty,tiáoyuē
9733,教士,Priest,jiàoshì
9734,军火,arms,jūnhuǒ
9735,用作,Use,yòngzuò
9736,斯隆,Slum,sīlóng
9737,内心深处,deep in the heart,nèixīnshēnchù
9738,艰苦,hard,jiānkǔ
9739,流动,flow,liúdòng
9740,后备箱,Trunk,hòubèixiāng
9741,计时,Timing,jìshí
9742,告发,Tell,gàofā
9743,用枪,Use a gun,yòngqiāng
9744,畢業,Graduate,bìyè
9745,前台,front desk,qiántái
9746,相當,quite,xiāngdāng
9747,报名,Sign up,bàomíng
9748,班长,Squad leader,bānzhǎng
9749,哈妮,Hani,hānī
9750,從來,Never,cónglái
9751,别介意,Don't mind,biéjièyì
9752,莫妮卡,Monica,mònīkǎ
9753,更改,Change,gēnggǎi
9754,小兰,Xiaolan,xiǎolán
9755,成分,Element,chéngfèn
9756,马尔科,Malco,mǎěrkē
9757,法國,France,fǎguó
9758,猛烈,violent,měngliè
9759,改成,Change to,gǎichéng
9760,马赛,Marseille,mǎsài
9761,发狂,Mad,fākuáng
9762,注入,injection,zhùrù
9763,更衣室,locker room,gēngyīshì
9764,监护人,guardian,jiānhùrén
9765,道格拉斯,Douglas,dàogélāsī
9766,放出,release,fàngchū
9767,解剖,Anatomy,jiěpōu
9768,董事,director,dǒngshì
9769,真面目,true colors,zhēnmiànmù
9770,一度,one time,yīdù
9771,银河,Galaxy,yínhé
9772,真令人,Really,zhēnlìngrén
9773,沃德,Ward,wòdé
9774,听众,audience,tīngzhòng
9775,碰过,Touched,pèngguò
9776,患有,Suffer,huànyǒu
9777,木,Wood,mù
9778,小路,Road,xiǎolù
9779,澄清,clarify,dèngqīng
9780,拉拉,Lala,lālā
9781,单词,word,dāncí
9782,抢走了,Robbed,qiāngzǒuliǎo
9783,犯规,foul,fànguī
9784,当上,become,dāng shàng
9785,不久前,Not long ago,bùjiǔqián
9786,同學,classmate,tóngxué
9787,预知,Predict,yùzhī
9788,全力以赴,Go all out,quánlìyǐfù
